類別,法規名稱,狀態,官方來源,檔案,附件數,基本資料
全國性法律,核釋教保服務人員條例第51條第1項,個別解釋令或生效公告，排除,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002377,,0,法規名稱： 核釋教保服務人員條例第51條第1項 公發布日： 民國 114 年 12 月 15 日 發文字號： 臺教授國部字第1145602909A號 令 法規體系： 國民及學前教育
全國性法律,核釋教保相關人員違法事件調查處理辦法第10條第4款,個別解釋令或生效公告，排除,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002250,,0,法規名稱： 核釋教保相關人員違法事件調查處理辦法第10條第4款 公發布日： 民國 113 年 01 月 08 日 發文字號： 臺教授國部字第1120181008A號 令 法規體系： 國民及學前教育
全國性法律,核釋職場互助式教保服務實施辦法第三十條第三項第四款及非營利幼兒園實施辦法第三十一條第一項第四款,個別解釋令或生效公告，排除,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002247,,0,法規名稱： 核釋職場互助式教保服務實施辦法第三十條第三項第四款及非營利幼兒園實施辦法第三十一條第一項第四款 公發布日： 民國 112 年 12 月 21 日 發文字號： 臺教授國部字第1120167919A號 令 法規體系： 國民及學前教育
全國性法律,消費者保護法,完成,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=J0170001,全國性法律\消費者保護法.html,0,法規名稱： 消費者保護法 EN 修正日期： 民國 104 年 06 月 17 日 法規類別： 行政 ＞ 院本部 ＞ 消費者保護目
全國性法律,特殊教育學生及幼兒支持服務辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL009181,全國性法律\特殊教育學生及幼兒支持服務辦法.html,3,法規名稱： 特殊教育學生及幼兒支持服務辦法 公發布日： 民國 88 年 09 月 29 日 修正日期： 民國 113 年 02 月 27 日 發文字號： 臺教學（四）字第1132800524A號 令 法規體系： 學生事務及特殊教育 立法理由： 1010710A立法理由.pdf 1020927A立法理由.pdf 1130227立法理由.pdf
全國性法律,特殊教育學生及幼兒申訴服務辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL009180,全國性法律\特殊教育學生及幼兒申訴服務辦法.html,3,法規名稱： 特殊教育學生及幼兒申訴服務辦法 公發布日： 民國 88 年 09 月 07 日 修正日期： 民國 112 年 12 月 21 日 發文字號： 臺教學（四）字第1122806639A號 令 法規體系： 學生事務及特殊教育 立法理由： 1000208立法理由.pdf 1070824立法理由.pdf 1121221立法理由.pdf
全國性法律,特殊教育學生及幼兒鑑定辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL009187,全國性法律\特殊教育學生及幼兒鑑定辦法.html,6,法規名稱： 特殊教育學生及幼兒鑑定辦法 公發布日： 民國 91 年 05 月 09 日 修正日期： 民國 115 年 04 月 01 日 發文字號： 臺教學（四）字第1152801201A號 令 法規體系： 學生事務及特殊教育 立法理由： 0910509立法理由.txt 0950929立法理由.pdf 1010928立法理由.pdf 1020902立法理由.pdf 1130429立法理由.pdf 1150401立法理由.pdf
全國性法律,特殊教育法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL009136,全國性法律\特殊教育法.html,1,法規名稱： 特殊教育法 英 公發布日： 民國 73 年 12 月 17 日 修正日期： 民國 112 年 06 月 21 日 發文字號： 華總一義字第11200052781號 令 法規體系： 學生事務及特殊教育 立法理由： 特殊教育法修正對照表.pdf
全國性法律,特殊教育法施行細則,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL009141,全國性法律\特殊教育法施行細則.html,4,法規名稱： 特殊教育法施行細則 英 公發布日： 民國 76 年 03 月 25 日 修正日期： 民國 112 年 12 月 20 日 發文字號： 臺教學（四）字第1122806628A號 令 法規體系： 學生事務及特殊教育 立法理由： 1011126立法理由.pdf 1020712立法理由.pdf 1090717立法理由.pdf 1121220立法理由.pdf
全國性法律,直轄市及縣（市）主管機關處理教保服務機構疑似不當對待幼兒案件注意事項,已廢止或停止適用，排除,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002074,,0,法規名稱： 廢/停 直轄市及縣（市）主管機關處理教保服務機構疑似不當對待幼兒案件注意事項 公發布日： 民國 110 年 05 月 25 日 發文字號： 臺教國署幼字第1100058046號函 法規體系： 國民及學前教育 圖表附件： 不當對待幼兒案件輔導流程圖.pdf 不當對待幼兒處理流程圖.pdf
全國性法律,直轄市及縣（市）主管機關處理教保服務機構疑似不當對待幼兒案件注意事項,已廢止或停止適用，排除,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002208,,0,法規名稱： 廢/停 直轄市及縣（市）主管機關處理教保服務機構疑似不當對待幼兒案件注意事項 公發布日： 民國 112 年 03 月 01 日 發文字號： 臺教國署幼字第 1120033015 號函 法規體系： 國民及學前教育 圖表附件： 不當對待幼兒案件輔導流程圖.pdf 不當對待幼兒處理流程圖.pdf
全國性法律,直轄市縣(市)政府協助或補助教保服務機構招收需要協助幼兒辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000691,全國性法律\直轄市縣(市)政府協助或補助教保服務機構招收需要協助幼兒辦法.html,4,法規名稱： 直轄市縣(市)政府協助或補助教保服務機構招收需要協助幼兒辦法 公發布日： 民國 101 年 08 月 14 日 修正日期： 民國 112 年 02 月 27 日 發文字號： 臺教授國部字第1120015474A號 令 法規體系： 國民及學前教育 立法理由： 1010814立法理由.pdf 1030127立法理由.pdf 1080531立法理由.pdf (112.2.27)直轄市縣（市）政府協助或補助教保服務機構招收需要協助幼兒辦法第一條修正總說明及對照表.pdf
全國性法律,直轄市縣(市)政府辦理幼兒園與其分班設立變更及管理注意事項,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000616,全國性法律\直轄市縣(市)政府辦理幼兒園與其分班設立變更及管理注意事項.html,0,法規名稱： 直轄市縣(市)政府辦理幼兒園與其分班設立變更及管理注意事項 公發布日： 民國 101 年 03 月 01 日 修正日期： 民國 110 年 09 月 15 日 發文字號： 臺教授國部字第1100101712A號 令 法規體系： 國民及學前教育
全國性法律,社區互助式及部落互助式教保服務實施辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000674,全國性法律\社區互助式及部落互助式教保服務實施辦法.html,4,法規名稱： 社區互助式及部落互助式教保服務實施辦法 公發布日： 民國 101 年 07 月 18 日 修正日期： 民國 112 年 02 月 27 日 發文字號： 臺教授國部字第1120015476A號 令 法規體系： 國民及學前教育 立法理由： 1101105立法理由.pdf (112.2.27)社區互助式及部落互助式教保服務實施辦法部分條文修正總說明及對照表.pdf 圖表附件： (112.2.27)社區互助式及部落互助式教保服務實施辦法第二十六條附表.pdf 附件.pdf
全國性法律,社區及部落互助教保服務中心辦理結構安全鑑定項目,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001682,全國性法律\社區及部落互助教保服務中心辦理結構安全鑑定項目.html,0,法規名稱： 社區及部落互助教保服務中心辦理結構安全鑑定項目 公發布日： 民國 106 年 10 月 05 日 發文字號： 臺教授國部字第1060089232B號 令 法規體系： 國民及學前教育
全國性法律,社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可作業須知,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000737,全國性法律\社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可作業須知.html,0,法規名稱： 社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可作業須知 公發布日： 民國 101 年 12 月 04 日 修正日期： 民國 111 年 10 月 25 日 發文字號： 臺教師（三）字第1112604523A號 令 法規體系： 師資培育及藝術教育
全國性法律,社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可小組及審查小組設置要點,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL028950,全國性法律\社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可小組及審查小組設置要點.html,0,法規名稱： 社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可小組及審查小組設置要點 公發布日： 民國 93 年 01 月 02 日 修正日期： 民國 104 年 10 月 07 日 發文字號： 臺教師(三)字第1040131664號 函 法規體系： 師資培育及藝術教育
全國性法律,社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL025756,全國性法律\社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可辦法.html,1,法規名稱： 社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可辦法 公發布日： 民國 92 年 08 月 01 日 修正日期： 民國 107 年 04 月 09 日 發文字號： 臺教師(三)字第1070046382B號 令 法規體系： 師資培育及藝術教育 立法理由： 社會教育機構或法人辦理高級中等以下學校及幼兒園教師進修認可辦法總說明及對照表.pdf
全國性法律,私立高級中等以下外國僑民學校及附設幼兒園設立及管理辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL008805,全國性法律\私立高級中等以下外國僑民學校及附設幼兒園設立及管理辦法.html,5,法規名稱： 私立高級中等以下外國僑民學校及附設幼兒園設立及管理辦法 英 公發布日： 民國 64 年 09 月 05 日 修正日期： 民國 102 年 09 月 09 日 發文字號： 臺教文(五)字第1020128631B號 令 法規體系： 國際及兩岸教育 立法理由： 0971231立法理由.pdf 0990906A立法理由.pdf 1020909立法理由.pdf 私立高級中等以下外國僑民學校及附設幼稚園設立及管理辦法 立法理由.txt 圖表附件： 行政院公報電子檔.pdf
全國性法律,私立高級中等以下學校及幼兒園個人資料檔案安全維護計畫實施辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001692,全國性法律\私立高級中等以下學校及幼兒園個人資料檔案安全維護計畫實施辦法.html,2,法規名稱： 私立高級中等以下學校及幼兒園個人資料檔案安全維護計畫實施辦法 公發布日： 民國 106 年 11 月 22 日 修正日期： 民國 110 年 12 月 08 日 發文字號： 臺教授國部字第1100152056A號 令 法規體系： 國民及學前教育 立法理由： 1101208立法理由.pdf 圖表附件： 第十三條附件 個人資料侵害事故通報與紀錄表.pdf
全國性法律,職場互助式教保服務實施辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001914,全國性法律\職場互助式教保服務實施辦法.html,3,法規名稱： 職場互助式教保服務實施辦法 公發布日： 民國 108 年 07 月 10 日 修正日期： 民國 114 年 02 月 07 日 發文字號： 臺教授國部字第1145600098A號 令 法規體系： 國民及學前教育 立法理由： 1110124立法理由.pdf (112.2.27)職場互助式教保服務實施辦法修正總說明及對照表.pdf (114.02.07)立法理由.pdf
全國性法律,職場互助教保服務中心委託辦理甄選審議基準,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002059,全國性法律\職場互助教保服務中心委託辦理甄選審議基準.html,7,法規名稱： 職場互助教保服務中心委託辦理甄選審議基準 公發布日： 民國 110 年 03 月 25 日 修正日期： 民國 114 年 11 月 20 日 發文字號： 臺教授國部字第1145602631A號 令 法規體系： 國民及學前教育 圖表附件： 1141120第9點附件9.pdf 附件一 委託辦理職場互助教保服務中心資格檢核彙總表.pdf 附件四之一 職場互助教保服務中心工作小組成員利益迴避切結書.pdf 附件四之二 職場互助教保服務中心工作小組成員保密切結書.pdf 職場互助教保服務中心委託辦理甄選審議基準第三點附件二、附件三、第六點附件五、第七點附件七之一、附件八、第九點附件九修正規定.pdf 附件六 職場互助教保服務中心甄選審議流程表.pdf 附件七之二 審議會委員意見彙整表.pdf
全國性法律,職場互助教保服務中心設立許可證書(格式),完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002352,全國性法律\職場互助教保服務中心設立許可證書(格式).html,1,法規名稱： 職場互助教保服務中心設立許可證書(格式) 公發布日： 民國 108 年 10 月 03 日 修正日期： 民國 114 年 07 月 16 日 發文字號： 臺教授國部字第1145601571A號 令 法規體系： 國民及學前教育 圖表附件： 1140716職場互助教保服務中心設立許可證書（格式）修正規定.pdf
全國性法律,莫拉克颱風受災幼稚園幼童就學安置及補助注意事項,已廢止或停止適用，排除,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL050196,,0,法規名稱： 廢 莫拉克颱風受災幼稚園幼童就學安置及補助注意事項 公發布日： 民國 98 年 08 月 31 日 廢止日期： 民國 99 年 06 月 14 日 發文字號： 台國(三)字第0990077152C號 法規體系： 國民及學前教育
全國性法律,行政程序法,完成,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=A0030055,全國性法律\行政程序法.html,0,法規名稱： 行政程序法 EN 修正日期： 民國 110 年 01 月 20 日 法規類別： 行政 ＞ 法務部 ＞ 法律事務目
全國性法律,行政罰法,完成,https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=A0030210,全國性法律\行政罰法.html,0,法規名稱： 行政罰法 EN 修正日期： 民國 111 年 06 月 15 日 法規類別： 行政 ＞ 法務部 ＞ 法律事務目
全國性法律,非營利幼兒園委託及申請辦理甄選審議基準,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001975,全國性法律\非營利幼兒園委託及申請辦理甄選審議基準.html,7,法規名稱： 非營利幼兒園委託及申請辦理甄選審議基準 公發布日： 民國 109 年 03 月 02 日 修正日期： 民國 114 年 11 月 20 日 發文字號： 臺教授國部字第1145602632A號 令 法規體系： 國民及學前教育 圖表附件： 1141120第三點附件三、第九點附件十一之一、第九點附件十一之二.pdf 附件五之一 非營利幼兒園審議會委員利益迴避切結書.pdf 附件五之二 非營利幼兒園工作小組成員利益迴避切結書.pdf 附件六之一 非營利幼兒園審議會委員保密切結書.pdf 附件六之二 非營利幼兒園工作小組成員保密切結書.pdf 附件八 非營利幼兒園甄選審議流程表.odt 非營利幼兒園委託及申請辦理甄選審議基準第三點附件一至附件四、第六點附件七、第七點附件九、附件十、第九點附件十一之一、附件十一之二修正規定.pdf
全國性法律,非營利幼兒園實施辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000699,全國性法律\非營利幼兒園實施辦法.html,10,法規名稱： 非營利幼兒園實施辦法 公發布日： 民國 101 年 09 月 14 日 修正日期： 民國 114 年 02 月 07 日 發文字號： 臺教授國部字第1145600084A號 令 法規體系： 國民及學前教育 立法理由： (111.7.28)立法理由.pdf 1101230立法理由.pdf (112.2.27)非營利幼兒園實施辦法部分條文修正總說明及對照表.pdf 1121225立法理由.pdf (114.02.07)立法理由.pdf 圖表附件： (111.7.28)非營利幼兒園實施辦法附表一.pdf (111.7.28)非營利幼兒園實施辦法第二十一條附表二、三、四.pdf (112.2.27)非營利幼兒園實施辦法附表.pdf 112.12.25非營利幼兒園實施辦法附表.pdf (114.02.07)附件.pdf
全國性法律,非營利幼兒園會計財務及經費處理注意事項,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001480,全國性法律\非營利幼兒園會計財務及經費處理注意事項.html,1,法規名稱： 非營利幼兒園會計財務及經費處理注意事項 公發布日： 民國 104 年 09 月 18 日 修正日期： 民國 112 年 04 月 19 日 發文字號： 臺教國署幼字第1120040631A號 令 法規體系： 國民及學前教育 圖表附件： (112.4.19)非營利幼兒園會計財務及經費處理注意事項附件.pdf
全國性法律,高級中等以下學校及幼兒園原住民族語師資培育及聘用辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002142,全國性法律\高級中等以下學校及幼兒園原住民族語師資培育及聘用辦法.html,1,法規名稱： 高級中等以下學校及幼兒園原住民族語師資培育及聘用辦法 公發布日： 民國 111 年 01 月 07 日 修正日期： 民國 114 年 06 月 27 日 發文字號： 臺教師（二）字第1142601345A號;原民教字第11400309341號 令 法規體系： 師資培育及藝術教育 立法理由： 1140627立法理由.pdf
全國性法律,高級中等以下學校及幼兒園因應空氣品質惡化處理措施暨緊急應變作業流程,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001315,全國性法律\高級中等以下學校及幼兒園因應空氣品質惡化處理措施暨緊急應變作業流程.html,1,法規名稱： 高級中等以下學校及幼兒園因應空氣品質惡化處理措施暨緊急應變作業流程 公發布日： 民國 103 年 06 月 09 日 修正日期： 民國 112 年 12 月 18 日 發文字號： 臺教資（六）字第1122704940A號 令 法規體系： 資訊及科技教育 圖表附件： 高級中等以下學校及幼兒園因應空氣品質惡化處理措施暨緊急應變作業流程附件.pdf
全國性法律,高級中等以下學校及幼兒園客語師資培育資格及聘用辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001974,全國性法律\高級中等以下學校及幼兒園客語師資培育資格及聘用辦法.html,2,法規名稱： 高級中等以下學校及幼兒園客語師資培育資格及聘用辦法 公發布日： 民國 109 年 02 月 21 日 修正日期： 民國 112 年 12 月 29 日 發文字號： 臺教師（二）字第1122604968A號;客會語字第11200115922號 令 法規體系： 師資培育及藝術教育 立法理由： 1090221立法理由.pdf 1121229立法理由.pdf
全國性法律,高級中等以下學校及幼兒園推動臺灣母語日活動實施要點,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL039616,全國性法律\高級中等以下學校及幼兒園推動臺灣母語日活動實施要點.html,0,法規名稱： 高級中等以下學校及幼兒園推動臺灣母語日活動實施要點 公發布日： 民國 95 年 06 月 21 日 修正日期： 民國 113 年 08 月 26 日 發文字號： 臺教社（四）字第1132402381A號 令 法規體系： 終身教育
全國性法律,高級中等以下學校及幼兒園教師證書核發辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001814,全國性法律\高級中等以下學校及幼兒園教師證書核發辦法.html,4,法規名稱： 高級中等以下學校及幼兒園教師證書核發辦法 公發布日： 民國 107 年 10 月 16 日 修正日期： 民國 115 年 07 月 16 日 發文字號： 臺教師（四）字第1152601828A號 令 法規體系： 師資培育及藝術教育 立法理由： (111.9.30)高級中等以下學校及幼兒園教師證書核發辦法部分條文修正立法理由.pdf 1140618立法理由.pdf 1150716立法理由.pdf 圖表附件： 1150716第2條附件一.pdf
全國性法律,高級中等以下學校及幼兒園教師證書申請補發換發作業要點,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001198,全國性法律\高級中等以下學校及幼兒園教師證書申請補發換發作業要點.html,1,法規名稱： 高級中等以下學校及幼兒園教師證書申請補發換發作業要點 公發布日： 民國 102 年 10 月 21 日 修正日期： 民國 114 年 10 月 28 日 發文字號： 臺教師（四）字第1142602482A號 令 法規體系： 師資培育及藝術教育 圖表附件： 1141028附件.pdf
全國性法律,高級中等以下學校及幼兒園教師資格考試命題作業要點,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000454,全國性法律\高級中等以下學校及幼兒園教師資格考試命題作業要點.html,0,法規名稱： 高級中等以下學校及幼兒園教師資格考試命題作業要點 公發布日： 民國 99 年 09 月 14 日 修正日期： 民國 113 年 09 月 19 日 發文字號： 臺教師（四）字第1132602902A號 令 法規體系： 師資培育及藝術教育
全國性法律,高級中等以下學校及幼兒園教師資格考試審議會設置要點,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL050294,全國性法律\高級中等以下學校及幼兒園教師資格考試審議會設置要點.html,0,法規名稱： 高級中等以下學校及幼兒園教師資格考試審議會設置要點 公發布日： 民國 92 年 10 月 06 日 修正日期： 民國 107 年 01 月 10 日 發文字號： 臺教師(二)字第1060180481B號 令 法規體系： 師資培育及藝術教育
全國性法律,高級中等以下學校及幼兒園教師資格考試專案辦公室設置及運作要點,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002194,全國性法律\高級中等以下學校及幼兒園教師資格考試專案辦公室設置及運作要點.html,3,法規名稱： 高級中等以下學校及幼兒園教師資格考試專案辦公室設置及運作要點 公發布日： 民國 111 年 12 月 16 日 修正日期： 民國 113 年 05 月 17 日 發文字號： 臺教師(四)字第 1132601616 號函 法規體系： 人事 立法理由： (111.12.14)立法理由.pdf (113.05.17)立法理由.pdf 全文檔案： (111.12.14)全文.pdf
全國性法律,高級中等以下學校及幼兒園教師資格考試收費標準,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL033832,全國性法律\高級中等以下學校及幼兒園教師資格考試收費標準.html,5,法規名稱： 高級中等以下學校及幼兒園教師資格考試收費標準 公發布日： 民國 94 年 01 月 31 日 修正日期： 民國 106 年 12 月 19 日 發文字號： 臺教師(二)字第1060165706B號 令 法規體系： 師資培育及藝術教育 立法理由： 高級中等以下學校及幼稚園教師資格檢定考試收費標準 立法理由.pdf 0940131立法理由.pdf 1020723立法理由.pdf 1060626高級中等以下學校及幼兒園教師資格檢定考試收費標準第二條總說明及對照表.pdf 1061219高級中等以下學校及幼兒園教師資格考試收費標準總說明及對照表.pdf
全國性法律,高級中等以下學校及幼兒園教師資格考試辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL025711,全國性法律\高級中等以下學校及幼兒園教師資格考試辦法.html,1,法規名稱： 高級中等以下學校及幼兒園教師資格考試辦法 公發布日： 民國 92 年 07 月 31 日 修正日期： 民國 113 年 12 月 24 日 發文字號： 臺教師（四）字第1132604162A號 令 法規體系： 師資培育及藝術教育 立法理由： (1131224)立法理由.pdf
全國性法律,高級中等以下學校及幼兒園特殊教育班班級與專責單位設置及人員進用辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000702,全國性法律\高級中等以下學校及幼兒園特殊教育班班級與專責單位設置及人員進用辦法.html,7,法規名稱： 高級中等以下學校及幼兒園特殊教育班班級與專責單位設置及人員進用辦法 公發布日： 民國 101 年 09 月 14 日 修正日期： 民國 113 年 05 月 03 日 發文字號： 臺教授國部字第1135700931A號 令 法規體系： 國民及學前教育 立法理由： 1010914立法理由.pdf 1030410立法理由.pdf 1060705立法理由.pdf 1071113立法理由.pdf 1090628立法理由.pdf 1130503立法理由.pdf 圖表附件： 高級中等以下學校及幼兒園特殊教育班班級與專責單位設置及人員進用辦法附表.pdf
全國性法律,高級中等以下學校及幼兒園特殊教育評鑑辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000517,全國性法律\高級中等以下學校及幼兒園特殊教育評鑑辦法.html,3,法規名稱： 高級中等以下學校及幼兒園特殊教育評鑑辦法 公發布日： 民國 100 年 05 月 16 日 修正日期： 民國 113 年 04 月 29 日 發文字號： 臺教授國部字第1135700920A號 令 法規體系： 國民及學前教育 立法理由： 1000516立法理由.pdf 1090212立法理由.pdf 1130429立法理由.pdf
全國性法律,高級中等以下學校及幼兒園英文版教師證明書及英文版教師資格認可證明文件申請作業要點,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001298,全國性法律\高級中等以下學校及幼兒園英文版教師證明書及英文版教師資格認可證明文件申請作業要點.html,1,法規名稱： 高級中等以下學校及幼兒園英文版教師證明書及英文版教師資格認可證明文件申請作業要點 公發布日： 民國 103 年 04 月 21 日 修正日期： 民國 114 年 11 月 25 日 發文字號： 臺教師（四）字第1142602975A號 令 法規體系： 師資培育及藝術教育 圖表附件： 1141125附件.pdf
全國性法律,高級中等以下學校及幼兒園身心障礙學生及幼兒鑑定評估人員資格權益及培訓辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002264,全國性法律\高級中等以下學校及幼兒園身心障礙學生及幼兒鑑定評估人員資格權益及培訓辦法.html,2,法規名稱： 高級中等以下學校及幼兒園身心障礙學生及幼兒鑑定評估人員資格權益及培訓辦法 公發布日： 民國 113 年 04 月 29 日 發文字號： 臺教授國部字第1135700921A號 令 法規體系： 學生事務及特殊教育 立法理由： 1130429立法理由.pdf 圖表附件： 高級中等以下學校及幼兒園身心障礙學生及幼兒鑑定評估人員資格權益及培訓辦法附表.pdf
全國性法律,高級中等以下學校及幼兒園閩南語師資培育及聘用辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL002126,全國性法律\高級中等以下學校及幼兒園閩南語師資培育及聘用辦法.html,2,法規名稱： 高級中等以下學校及幼兒園閩南語師資培育及聘用辦法 公發布日： 民國 110 年 11 月 11 日 修正日期： 民國 112 年 11 月 30 日 發文字號： 臺教師（二）字第1122604642A號 令 法規體系： 師資培育及藝術教育 立法理由： 1121130立法理由.pdf 1101111總說明及逐條說明.pdf
全國性法律,高級中等以下學校學生及教保服務機構幼兒團體保險條例,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001776,全國性法律\高級中等以下學校學生及教保服務機構幼兒團體保險條例.html,0,法規名稱： 高級中等以下學校學生及教保服務機構幼兒團體保險條例 英 公發布日： 民國 107 年 06 月 20 日 發文字號： 華總一義字第10700065641號 令 法規體系： 國民及學前教育
全國性法律,高級中等以下學校學生及教保服務機構幼兒團體保險條例生效令,個別解釋令或生效公告，排除,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001918,,0,法規名稱： 高級中等以下學校學生及教保服務機構幼兒團體保險條例生效令 公發布日： 民國 108 年 07 月 10 日 發文字號： 院臺教字第1080093665號 令 法規體系： 國民及學前教育
全國性法律,高級中等以下教育階段學生及教保服務機構幼兒團體保險保險費審議會組織及運作辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001876,全國性法律\高級中等以下教育階段學生及教保服務機構幼兒團體保險保險費審議會組織及運作辦法.html,1,法規名稱： 高級中等以下教育階段學生及教保服務機構幼兒團體保險保險費審議會組織及運作辦法 公發布日： 民國 108 年 04 月 12 日 發文字號： 臺教授國部字第1080034155B號 令 法規體系： 國民及學前教育 立法理由： 1080412立法理由.pdf
全國性法律,高級中等以下教育階段學生及教保服務機構幼兒團體保險效力理賠補助及管理辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001907,全國性法律\高級中等以下教育階段學生及教保服務機構幼兒團體保險效力理賠補助及管理辦法.html,1,法規名稱： 高級中等以下教育階段學生及教保服務機構幼兒團體保險效力理賠補助及管理辦法 公發布日： 民國 108 年 07 月 01 日 發文字號： 臺教授國部字第1080066536B號 令 法規體系： 國民及學前教育 立法理由： 1080701立法理由.pdf
全國性法律,高級中等以下教育階段學生及教保服務機構幼兒團體保險爭議處理辦法,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL001891,全國性法律\高級中等以下教育階段學生及教保服務機構幼兒團體保險爭議處理辦法.html,1,法規名稱： 高級中等以下教育階段學生及教保服務機構幼兒團體保險爭議處理辦法 公發布日： 民國 108 年 05 月 27 日 發文字號： 臺教授國部字第1080051389B號 令 法規體系： 國民及學前教育 立法理由： 1080527立法理由.pdf
全國性法律,高級中等學校幼兒保育相關學程及科認定標準,完成,https://edu.law.moe.gov.tw/LawContent.aspx?id=GL000700,全國性法律\高級中等學校幼兒保育相關學程及科認定標準.html,3,法規名稱： 高級中等學校幼兒保育相關學程及科認定標準 公發布日： 民國 101 年 09 月 14 日 修正日期： 民國 107 年 07 月 25 日 發文字號： 臺教師(二)字第1070110040B號 令 法規體系： 師資培育及藝術教育 立法理由： 1010914立法理由.pdf 1070330立法理由.pdf 1070725立法理由.pdf
地方性法規,新北市偏遠地區公立學校附設幼兒園契約進用教保員地域加給支給補充規定,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050292,地方性法規\新北市偏遠地區公立學校附設幼兒園契約進用教保員地域加給支給補充規定.html,0,法規名稱： 新北市偏遠地區公立學校附設幼兒園契約進用教保員地域加給支給補充規定 公發布時間： 民國 115 年 07 月 16 日
地方性法規,新北市公私立學校及幼兒園腸病毒通報及停課作業規定,完成,https://web.law.ntpc.gov.tw/Scripts/FLAWDAT0202.aspx?fcode=C0050079,地方性法規\新北市公私立學校及幼兒園腸病毒通報及停課作業規定.html,0,法規名稱： 新北市公私立學校及幼兒園腸病毒通報及停課作業規定 修正時間： 民國 114 年 02 月 08 日
